1.3240;0.16446567;0.08328563;0.03262604
1.2192;0.14293459;0.08151262;0.03200424
1.2084;0.14157101;0.08038045;0.03211662
1.2039;0.14155439;0.0799547;0.03175422
1.2015;0.14032161;0.07994127;0.03221209
1.1977;0.14032797;0.07978604;0.03173875
1.1977;0.14032816;0.07977138;0.03175529
1.1972;0.14032653;0.07968097;0.03174279
1.1968;0.14032653;0.07958398;0.03174488
1.1967;0.14032653;0.07958429;0.03174145
1.1967;0.14032653;0.07959616;0.03174336
1.1967;0.14032653;0.07958429;0.03173827
1.1967;0.14032653;0.07958429;0.03174342
1.1967;0.14032653;0.07958429;0.0317436
1.1967;0.14032653;0.07958429;0.03174415
1.1967;0.14032653;0.07958429;0.03174302
1.1967;0.14032653;0.07958429;0.03178038
1.1967;0.14032653;0.07958429;0.03174015
1.1960;0.14032653;0.0794341;0.03174
1.1960;0.14032653;0.07943411;0.03175282
1.1960;0.14032653;0.0794341;0.03173986
1.1960;0.14032653;0.0794341;0.0317451
1.1960;0.14032379;0.07943411;0.03174509
1.1960;0.14032653;0.0794341;0.03173668
1.1960;0.14032653;0.0794341;0.03173698
1.1960;0.14032653;0.0794341;0.03174278
1.1960;0.14032653;0.0794341;0.03175074
1.1960;0.14032653;0.0794341;0.03173707
1.1960;0.14032653;0.0794341;0.03174248
1.1960;0.14032653;0.0794341;0.03174088
1.1960;0.14032653;0.0794341;0.03173904
1.1960;0.14032653;0.0794341;0.03174151
1.1960;0.14032653;0.0794341;0.03174559
1.1960;0.14032653;0.0794341;0.03173805
1.1960;0.14032653;0.0794341;0.03173909
1.1960;0.14032653;0.0794341;0.0317371
1.1960;0.14032653;0.07943331;0.03174399
1.1960;0.14032653;0.0794341;0.03173804
1.1960;0.14032653;0.0794341;0.03173737
1.1960;0.14032653;0.0794341;0.03173692
1.1960;0.14032653;0.0794341;0.03173661
1.1960;0.14032653;0.0794341;0.03173704
1.1960;0.14032653;0.0794341;0.03173853
1.1960;0.14032653;0.0794341;0.03173646
1.1960;0.14032653;0.0794341;0.03173892
1.1960;0.14032653;0.0794341;0.03174023
1.1960;0.14032653;0.0794341;0.03174077
1.1960;0.14032653;0.0794341;0.03174983
1.1960;0.14032653;0.0794341;0.03173785
1.1960;0.14032653;0.0794341;0.03173701
1.2853;0.15891324;0.08132475;0.0317933
1.2777;0.15879047;0.07993795;0.03177718
1.2764;0.15844707;0.0799375;0.03180255
1.2761;0.15843064;0.07993755;0.03176312
1.2749;0.15819307;0.07993807;0.03174089
1.2744;0.1580533;0.07993807;0.03174766
1.1979;0.1404101;0.07968675;0.03178703
1.1965;0.14005955;0.07977799;0.03173816
1.1949;0.14003613;0.07939779;0.03179263
1.1946;0.14003771;0.0793978;0.03175341
1.1945;0.14003784;0.07939785;0.03173659
1.1945;0.14003784;0.07939787;0.03173983
1.1945;0.14003784;0.07939786;0.03174144
1.1945;0.14003784;0.07939785;0.03176096
1.1945;0.14003784;0.07939785;0.03173944
1.1945;0.14003784;0.07939785;0.03174856
1.1945;0.14003784;0.07939785;0.03173653
1.1945;0.14003784;0.07939785;0.03173727
1.1945;0.14003784;0.07939785;0.03173931
1.1945;0.14003784;0.07939785;0.03175403
1.1945;0.14003784;0.0793978;0.03175601
1.1945;0.14003784;0.07939786;0.03173819
1.1945;0.14003784;0.07939785;0.03174487
1.1945;0.14003784;0.07939785;0.03174499
1.1945;0.14003784;0.07939785;0.03174053
1.1945;0.14003784;0.07939785;0.03174158
1.1945;0.14003784;0.07939785;0.03173882
1.1945;0.14003784;0.07939785;0.03174031
1.1945;0.14003784;0.07939785;0.03173781
1.1945;0.14003784;0.07939785;0.0317388
1.1945;0.14003784;0.07939784;0.03174095
1.1945;0.14003784;0.07939785;0.03174116
1.1945;0.14003784;0.07939785;0.03173933
1.1945;0.14003784;0.07939785;0.03173756
1.1945;0.14003784;0.07939785;0.03173895
1.1945;0.14003784;0.07939785;0.03174621
1.1945;0.14003784;0.07939785;0.03173728
1.1945;0.14003784;0.07939785;0.03173948
1.1945;0.14003784;0.07939785;0.03173814
1.1945;0.14003784;0.07939785;0.03173812
1.1945;0.14003784;0.07939785;0.0317417
1.1945;0.14003784;0.07939785;0.03173789
1.1945;0.14003784;0.07939785;0.03174225
1.1945;0.14003784;0.07939785;0.03173866
1.1945;0.14003784;0.07939785;0.03173653
1.1945;0.14003784;0.07939785;0.0317409
1.1945;0.14003784;0.07939785;0.03173724
1.1945;0.14003784;0.07939828;0.03173752
1.1945;0.14003784;0.07939785;0.03173959
1.1945;0.14003784;0.07939785;0.03173973
