313.163;0.672;0.195;0.084;0.101;0.507;0.037;0.334;0.013;649.093;718.128;661.064;708.369;768.303;727.411;733.607;699.199;0.657;0.604;0.626;0.538;0.561;0.683;0.545;0.439
313.789;0.766;0.195;0.085;0.102;0.713;0.029;0.446;0.046;682.919;675.579;650.525;733.382;642.322;700.055;679.319;790.278;0.502;0.621;0.541;0.525;0.302;0.521;0.524;0.376
312.398;0.512;0.200;0.074;0.116;0.479;0.041;0.447;0.013;719.992;675.797;665.614;642.619;648.424;692.999;704.471;698.237;0.544;0.471;0.566;0.623;0.440;0.656;0.405;0.489
313.664;0.464;0.190;0.076;0.107;0.751;0.033;0.562;0.034;720.524;719.807;636.212;679.502;692.941;718.377;656.734;734.654;0.695;0.486;0.487;0.610;0.486;0.341;0.486;0.602
313.782;0.597;0.199;0.086;0.171;0.748;0.011;0.329;0.168;716.467;677.183;605.868;623.764;740.333;704.814;681.682;638.095;0.442;0.610;0.508;0.461;0.344;0.671;0.425;0.477
314.781;0.660;0.395;0.070;0.154;0.685;0.092;0.583;0.034;684.527;633.695;687.035;684.428;616.181;626.587;677.502;652.635;0.361;0.388;0.456;0.379;0.447;0.430;0.407;0.538
312.844;0.670;0.151;0.078;0.179;0.539;0.020;0.402;0.098;687.129;711.977;675.018;666.681;688.932;744.509;615.874;654.293;0.350;0.405;0.485;0.414;0.453;0.525;0.491;0.491
315.115;0.566;0.269;0.070;0.073;0.519;0.775;0.399;0.010;678.303;698.815;661.140;661.682;640.834;648.120;676.006;716.992;0.604;0.589;0.550;0.336;0.606;0.409;0.346;0.582
312.798;0.545;0.191;0.076;0.079;0.550;0.031;0.557;0.057;699.320;741.709;661.654;749.862;694.802;751.852;707.950;702.064;0.443;0.378;0.593;0.423;0.459;0.430;0.437;0.541
314.450;0.693;0.276;0.083;0.146;0.532;0.028;0.543;0.065;720.419;685.911;666.100;717.566;680.101;692.492;647.300;743.235;0.476;0.586;0.355;0.528;0.427;0.554;0.610;0.547
314.260;0.806;0.274;0.116;0.081;0.566;0.041;0.432;0.114;696.874;691.674;640.709;701.600;681.019;687.223;680.682;716.262;0.512;0.522;0.363;0.551;0.488;0.350;0.664;0.508
314.502;0.663;0.198;0.064;0.138;0.457;0.096;0.702;0.092;704.146;735.142;647.817;647.651;681.551;653.121;701.554;659.996;0.622;0.666;0.357;0.578;0.521;0.499;0.457;0.469
312.466;0.661;0.201;0.067;0.105;0.581;0.024;0.413;0.071;682.160;682.772;650.945;607.703;683.299;641.133;648.392;756.051;0.590;0.347;0.605;0.546;0.305;0.478;0.518;0.374
312.749;0.641;0.220;0.097;0.130;0.450;0.012;0.358;0.062;652.408;664.600;624.422;693.891;698.487;765.317;686.587;637.968;0.560;0.355;0.480;0.612;0.538;0.425;0.608;0.577
313.289;0.828;0.163;0.105;0.069;0.482;0.153;0.486;0.023;634.104;714.766;629.499;681.576;632.779;669.806;690.352;709.698;0.600;0.451;0.463;0.514;0.475;0.386;0.488;0.475
315.904;0.710;0.396;0.091;0.061;0.707;0.186;0.783;0.029;626.954;605.721;666.685;695.329;674.172;654.696;652.223;695.954;0.599;0.423;0.369;0.658;0.319;0.568;0.511;0.349
315.834;0.779;0.355;0.056;0.135;0.802;0.068;0.654;0.014;670.562;687.383;710.874;715.634;714.004;678.706;630.987;713.903;0.482;0.625;0.612;0.540;0.323;0.492;0.429;0.317
313.505;0.538;0.194;0.077;0.139;0.605;0.067;0.519;0.012;681.290;689.209;632.086;659.692;765.371;736.883;659.534;729.530;0.623;0.536;0.401;0.672;0.442;0.475;0.306;0.689
313.699;0.724;0.221;0.078;0.080;0.739;0.016;0.447;0.047;668.730;729.597;645.092;676.775;779.101;697.805;651.064;758.664;0.512;0.537;0.509;0.566;0.388;0.384;0.560;0.443
314.294;0.691;0.196;0.109;0.110;0.374;0.049;0.706;0.015;663.288;666.092;642.323;717.036;774.318;649.387;704.209;633.980;0.577;0.459;0.705;0.494;0.447;0.558;0.534;0.493
313.949;0.574;0.314;0.096;0.106;0.551;0.011;0.546;0.076;633.342;717.467;623.107;681.376;765.548;728.450;672.818;710.423;0.362;0.504;0.538;0.591;0.470;0.445;0.697;0.375
313.744;0.557;0.201;0.086;0.115;0.813;0.012;0.445;0.154;685.392;706.468;615.435;641.459;659.619;709.057;626.422;638.802;0.488;0.445;0.434;0.514;0.573;0.365;0.667;0.507
314.441;0.784;0.286;0.073;0.078;0.851;0.053;0.376;0.091;630.768;645.000;661.612;693.143;703.259;736.284;759.001;674.098;0.549;0.611;0.363;0.442;0.425;0.546;0.457;0.524
316.245;0.708;0.169;0.065;0.189;0.571;0.708;0.453;0.011;713.194;710.797;734.623;657.824;657.251;713.381;691.078;691.614;0.514;0.522;0.443;0.615;0.327;0.623;0.459;0.398
315.051;0.725;0.429;0.062;0.111;0.668;0.036;0.556;0.015;657.034;601.743;735.261;708.976;727.932;672.381;686.017;688.134;0.434;0.561;0.605;0.535;0.352;0.565;0.465;0.485
313.762;0.791;0.215;0.097;0.045;0.491;0.111;0.451;0.017;704.138;731.119;686.423;723.514;751.680;718.127;730.388;704.261;0.444;0.616;0.628;0.470;0.567;0.408;0.555;0.525
313.839;0.788;0.284;0.090;0.081;0.612;0.016;0.420;0.013;680.254;696.929;666.832;715.561;726.022;660.261;665.045;693.840;0.579;0.401;0.406;0.497;0.465;0.539;0.637;0.560
313.249;0.627;0.202;0.067;0.129;0.489;0.060;0.624;0.011;726.392;751.940;708.491;682.564;635.794;706.400;626.969;719.914;0.564;0.373;0.304;0.385;0.544;0.512;0.528;0.492
312.737;0.484;0.181;0.081;0.089;0.467;0.548;0.333;0.010;674.532;648.373;621.208;627.173;616.218;678.812;692.654;739.845;0.438;0.434;0.609;0.359;0.438;0.509;0.459;0.386
312.422;0.686;0.197;0.089;0.081;0.377;0.112;0.437;0.022;645.883;678.623;670.462;675.585;680.465;644.590;711.184;689.358;0.662;0.447;0.549;0.508;0.354;0.361;0.425;0.556
314.142;0.840;0.256;0.074;0.108;0.466;0.048;0.556;0.016;728.486;634.127;701.352;717.084;774.122;746.746;735.282;722.105;0.465;0.636;0.470;0.491;0.418;0.549;0.388;0.409
314.598;0.705;0.303;0.063;0.171;0.559;0.014;0.638;0.032;695.447;666.948;729.021;647.553;675.843;652.988;709.274;724.250;0.438;0.537;0.435;0.477;0.425;0.483;0.573;0.366
312.181;0.716;0.163;0.099;0.126;0.477;0.104;0.334;0.011;646.147;665.920;612.647;688.204;644.948;748.441;714.294;653.010;0.516;0.398;0.429;0.462;0.386;0.529;0.545;0.305
314.137;0.543;0.366;0.060;0.098;0.593;0.014;0.549;0.171;715.352;667.008;681.995;737.655;716.449;666.445;693.717;625.599;0.525;0.326;0.450;0.307;0.519;0.539;0.518;0.604
315.109;0.752;0.204;0.104;0.043;0.654;0.240;0.557;0.018;778.303;751.534;674.695;688.280;682.416;668.983;657.999;691.497;0.491;0.524;0.539;0.503;0.680;0.524;0.535;0.502
313.405;0.574;0.301;0.091;0.048;0.652;0.013;0.442;0.020;675.250;660.460;628.806;703.393;727.981;654.386;710.798;756.395;0.521;0.584;0.592;0.613;0.566;0.473;0.414;0.575
313.023;0.571;0.198;0.067;0.098;0.385;0.010;0.528;0.168;756.623;672.223;704.489;779.082;687.933;653.898;688.875;681.241;0.484;0.591;0.473;0.531;0.376;0.542;0.457;0.573
312.896;0.714;0.164;0.087;0.089;0.582;0.014;0.434;0.018;724.909;636.063;685.810;660.452;725.327;665.724;661.901;734.933;0.655;0.370;0.488;0.531;0.435;0.486;0.429;0.607
314.455;0.613;0.314;0.065;0.119;0.527;0.122;0.684;0.103;739.385;641.245;679.197;712.005;733.753;739.326;635.801;635.386;0.307;0.550;0.517;0.420;0.468;0.304;0.421;0.562
312.630;0.637;0.243;0.079;0.093;0.601;0.012;0.352;0.038;737.178;659.794;668.398;742.977;698.973;723.619;679.670;656.779;0.570;0.511;0.425;0.408;0.467;0.549;0.488;0.343
313.122;0.650;0.261;0.086;0.095;0.529;0.021;0.442;0.013;789.193;732.650;625.965;659.070;632.277;650.089;712.258;732.662;0.636;0.722;0.521;0.571;0.454;0.479;0.363;0.305
314.619;0.824;0.252;0.060;0.099;0.603;0.017;0.673;0.144;637.513;653.398;721.165;683.472;651.415;763.028;711.847;686.457;0.532;0.388;0.311;0.375;0.568;0.448;0.470;0.562
315.987;0.618;0.248;0.101;0.156;0.842;0.066;0.625;0.033;716.857;678.711;639.568;626.383;799.047;710.545;739.314;697.924;0.645;0.409;0.540;0.472;0.604;0.546;0.406;0.431
315.298;0.751;0.294;0.080;0.048;0.505;0.650;0.421;0.015;766.670;650.920;660.696;673.363;700.756;710.119;690.719;708.059;0.485;0.418;0.536;0.627;0.474;0.606;0.366;0.362
312.734;0.557;0.169;0.061;0.069;0.586;0.047;0.492;0.030;732.627;672.628;698.461;683.761;723.885;744.833;670.729;726.006;0.645;0.378;0.629;0.476;0.550;0.525;0.474;0.573
313.140;0.804;0.213;0.076;0.085;0.460;0.038;0.381;0.089;766.601;775.311;657.101;662.012;746.938;719.669;743.623;719.000;0.486;0.569;0.535;0.416;0.330;0.507;0.582;0.456
313.591;0.705;0.221;0.102;0.076;0.457;0.108;0.550;0.015;686.721;628.890;632.967;657.681;705.084;695.987;689.298;777.106;0.754;0.406;0.559;0.389;0.604;0.618;0.396;0.424
312.932;0.791;0.188;0.090;0.071;0.503;0.033;0.436;0.015;720.817;717.653;650.723;758.058;700.970;745.673;694.328;702.354;0.520;0.448;0.439;0.575;0.456;0.398;0.589;0.447
313.956;0.693;0.156;0.126;0.176;0.598;0.053;0.501;0.013;686.789;704.312;611.126;655.990;684.652;714.564;666.411;677.012;0.466;0.566;0.438;0.302;0.436;0.586;0.426;0.585
315.390;0.735;0.340;0.072;0.072;0.696;0.012;0.613;0.033;657.889;711.767;655.688;692.620;752.506;766.425;711.209;685.915;0.664;0.463;0.704;0.443;0.614;0.576;0.474;0.590
