0.9917;0.04937626;0.04288134;0.06433198;0.04496159
0.9917;0.04779044;0.05788381;0.08114374;0.0379466
0.8243;0.04975507;0.03488636;0.04716993;0.0363332
0.8243;0.04970977;0.03864938;0.06469166;0.06880336
0.8243;0.04862374;0.04438391;0.04792529;0.05365935
0.8243;0.05724285;0.03516399;0.07340575;0.0512429
0.8243;0.06484025;0.04773544;0.0522012;0.03499508
0.8243;0.06213518;0.05195025;0.05244275;0.04858011
0.8243;0.05304875;0.04093511;0.07854214;0.05634876
0.8243;0.05034987;0.03548263;0.06934204;0.04285688
0.8243;0.0567158;0.04235554;0.08211759;0.04572459
0.8243;0.05561718;0.04209468;0.05744399;0.06989232
0.8243;0.051443;0.06332194;0.04773059;0.03788478
0.8243;0.06889074;0.05569864;0.05713039;0.04927783
0.8243;0.07268421;0.04638219;0.06101455;0.03555828
0.8243;0.05143792;0.04207506;0.06363019;0.03617054
0.8243;0.05398566;0.03823887;0.07599272;0.05245359
0.8243;0.06061264;0.04472358;0.0714891;0.03523855
0.8243;0.07688458;0.03780671;0.05250723;0.04043517
0.8243;0.0631545;0.03928991;0.09405048;0.03880076
0.8243;0.05725226;0.03710159;0.04700733;0.05684497
0.8243;0.05186369;0.0428617;0.05811105;0.04844997
0.8243;0.10888935;0.04456137;0.05776707;0.04031707
0.8243;0.05890646;0.03670065;0.04721722;0.06112804
0.8243;0.05967292;0.03556969;0.06449797;0.05538323
0.8243;0.05605368;0.06603116;0.04673497;0.04017565
0.8243;0.05574112;0.03619848;0.07067051;0.05280326
0.8243;0.05306498;0.05862287;0.08166082;0.0355461
0.8243;0.0483416;0.04575986;0.07259368;0.03833984
0.8243;0.0550692;0.05058575;0.05282038;0.04551768
0.8243;0.05137788;0.03619875;0.05102767;0.04021578
0.8243;0.04792277;0.04960921;0.09620271;0.04597869
0.8243;0.07572919;0.03851785;0.05268339;0.04598536
0.8243;0.05269615;0.04377734;0.0621777;0.04357757
0.8243;0.06794376;0.03945823;0.07571458;0.03725858
0.8243;0.05495186;0.04468269;0.04824447;0.04650767
0.8243;0.05914012;0.05347134;0.05902048;0.03967342
0.8243;0.06466459;0.03778432;0.07808408;0.03720133
0.8243;0.06228289;0.04468594;0.04875074;0.05010997
0.8243;0.06108696;0.04197227;0.04783236;0.04264303
0.8243;0.04974905;0.05673252;0.04886667;0.05809322
0.8243;0.05767243;0.03587861;0.05859367;0.03543207
0.8243;0.06830076;0.04051674;0.08708109;0.03539033
0.8243;0.07927339;0.05148655;0.04965056;0.06413027
0.8243;0.06475768;0.03915763;0.06260585;0.05268161
0.8243;0.05818013;0.05835864;0.05427074;0.05076973
0.8243;0.05481431;0.03562614;0.05911177;0.05487344
0.8243;0.05354865;0.03529841;0.06482952;0.05585776
0.8243;0.05465615;0.03784434;0.06180408;0.03900538
0.8243;0.04971427;0.03833363;0.06354287;0.07396424
0.8243;0.04843954;0.03540625;0.05335074;0.06403219
0.8243;0.06941011;0.03802316;0.04739367;0.05558236
0.8243;0.05718302;0.04826766;0.08185062;0.03724614
0.8243;0.06458666;0.04070313;0.07466928;0.03538299
0.8243;0.07795139;0.04019816;0.05183939;0.06321641
0.8243;0.04956008;0.04455028;0.06246466;0.05074782
0.8243;0.07078184;0.0364588;0.06963672;0.03534413
0.8243;0.06592968;0.03956618;0.0693524;0.04640529
0.8243;0.07484317;0.04321634;0.06107062;0.0409977
0.8243;0.04991522;0.04162307;0.07812963;0.04936664
0.8243;0.06710688;0.04893839;0.04722905;0.03643111
0.8243;0.06657023;0.05152189;0.06033305;0.03965803
0.8243;0.04834873;0.04824697;0.0855081;0.03577924
0.8243;0.05625425;0.05193925;0.05597893;0.04486529
0.8243;0.0487941;0.03494453;0.0801022;0.04318425
0.8243;0.04907179;0.04946084;0.06061696;0.05331026
0.8243;0.05196415;0.04505262;0.05049413;0.04594993
0.8243;0.04713705;0.03946687;0.0599284;0.03926759
0.8243;0.062227;0.04578846;0.06847621;0.03727077
0.8243;0.05706569;0.05031646;0.05981199;0.05604266
0.8243;0.08196631;0.03743258;0.06406406;0.03963523
0.8243;0.04814197;0.03960995;0.06006167;0.0348249
0.8243;0.08624854;0.04184525;0.06622752;0.04085773
0.8243;0.07388401;0.03776539;0.05593083;0.03694267
0.8243;0.05036575;0.03725251;0.08023008;0.04530237
0.8243;0.06814783;0.05527369;0.04762581;0.07060751
0.8243;0.05348821;0.04162815;0.07554254;0.05569211
0.8243;0.07316902;0.04796263;0.04898731;0.06479311
0.8243;0.05512412;0.03826926;0.07718861;0.05050525
0.8243;0.04954868;0.03566337;0.06222136;0.05261523
0.8243;0.05576214;0.04192514;0.04996877;0.05295086
0.8243;0.04925192;0.04767107;0.05047701;0.04871184
0.8243;0.06182654;0.05248485;0.04767116;0.0375183
0.8243;0.05449978;0.0448736;0.05627848;0.05289023
0.8243;0.07133789;0.05642186;0.05415361;0.0449826
0.8243;0.08873463;0.03604572;0.04994464;0.03577659
0.8243;0.04945142;0.03708536;0.07000142;0.05183416
0.8243;0.05032904;0.06576925;0.04920358;0.03857642
0.8243;0.05930072;0.04687901;0.06055867;0.05431511
0.8243;0.04903335;0.04778781;0.04772594;0.04982117
0.8243;0.06073348;0.04473234;0.05544836;0.03492198
0.8243;0.04699476;0.03673541;0.07357085;0.05280673
0.8243;0.05980933;0.05586866;0.04728278;0.05770761
0.8243;0.05205456;0.05540145;0.0732073;0.04084711
0.8243;0.07312257;0.04796663;0.04946693;0.03744718
0.8243;0.0542976;0.03480442;0.06679202;0.05446133
0.8243;0.08650852;0.03592245;0.05036221;0.03557141
0.8243;0.06108198;0.05857481;0.04938358;0.04068466
0.8243;0.05610138;0.03678632;0.04734071;0.05156811
0.8243;0.05683255;0.04439723;0.07671055;0.03624935
